Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-01-08,22.37371063232422,41.04678726196289,21.95872688293457,21.112407684326172,58.91805648803711,29.25478172302246,42.34757995605469,24.594459533691406,21.042802810668945,76.49088287353516,48.657169342041016
2019-01-09,22.38231658935547,41.10261917114258,22.306594848632812,21.216623306274414,59.3162727355957,29.633499145507812,41.95410919189453,24.493085861206055,20.9158992767334,76.83392333984375,48.904537200927734
2019-01-10,22.58024024963379,41.186344146728516,22.371145248413086,21.22530746459961,60.12154769897461,29.76441192626953,42.20003890991211,24.882976531982422,21.189542770385742,76.98346710205078,48.7645149230957
2019-01-11,22.48987579345703,40.98167419433594,22.238449096679688,21.27741050720215,60.05961608886719,29.70830726623535,42.32298278808594,24.929767608642578,21.1102237701416,77.2385482788086,48.81117630004883
2019-01-14,22.317773818969727,40.832820892333984,22.184659957885742,21.4250545501709,60.050758361816406,29.432449340820312,42.11805725097656,24.85178565979004,20.634326934814453,76.38533782958984,48.512474060058594
2019-01-15,22.171483993530273,41.5119743347168,22.26355743408203,21.616111755371094,59.864925384521484,29.876625061035156,42.536128997802734,25.132511138916016,20.88813591003418,77.75753021240234,48.951210021972656
2019-01-16,22.257537841796875,41.335205078125,22.234865188598633,22.076400756835938,59.9268684387207,29.904674530029297,42.30660629272461,25.249481201171875,20.963483810424805,77.61679077148438,48.83917999267578
2019-01-17,22.64907455444336,41.50267028808594,22.439289093017578,22.197982788085938,60.953372955322266,30.09638023376465,42.486942291259766,25.374248504638672,21.050739288330078,78.30287170410156,49.17055130004883
2019-01-18,23.023408889770508,41.83759689331055,22.894742965698242,22.580108642578125,62.11260986328125,30.55457878112793,42.995182037353516,25.467819213867188,21.07453155517578,79.23526000976562,49.85199737548828
2019-01-22,22.705015182495117,40.972381591796875,22.396257400512695,22.319570541381836,60.829490661621094,30.04026222229004,42.60169219970703,25.421030044555664,21.114192962646484,78.68990325927734,49.10521697998047
2019-01-23,22.55011749267578,40.78630447387695,22.166725158691406,22.345630645751953,60.917972564697266,30.14313507080078,43.10993957519531,25.436626434326172,21.328344345092773,78.77787017822266,49.20323181152344
2019-01-24,22.429649353027344,40.972381591796875,22.285072326660156,22.397743225097656,61.227699279785156,30.395605087280273,42.57710647583008,25.53800392150879,21.439388275146484,78.11815643310547,49.40860366821289
2019-01-25,22.855607986450195,41.49337387084961,22.56839370727539,22.580108642578125,62.006439208984375,30.825756072998047,42.404964447021484,25.834320068359375,21.145915985107422,78.21493530273438,49.954689025878906
2019-01-28,22.821189880371094,41.130523681640625,22.342456817626953,22.51063346862793,61.413536071777344,30.414318084716797,42.58530044555664,26.091644287109375,21.046775817871094,77.32650756835938,49.66530227661133
2019-01-29,23.057828903198242,40.64676284790039,22.41059684753418,22.432472229003906,62.263065338134766,30.08702278137207,42.68366622924805,26.294395446777344,21.10625648498535,77.70474243164062,49.343265533447266
2019-01-30,23.303077697753906,41.23286819458008,22.726181030273438,22.562747955322266,63.2364616394043,31.022125244140625,42.9705810546875,26.512731552124023,21.268863677978516,78.76905822753906,50.31407165527344
2019-01-31,22.954565048217773,42.916805267333984,22.87322425842285,22.52800750732422,63.51078796386719,30.989404678344727,43.765724182128906,26.770071029663086,21.716999053955078,79.75424194335938,50.77146530151367
2019-02-01,23.023408889770508,42.7679328918457,23.271299362182617,22.62353515625,63.60813903808594,31.171749114990234,43.626373291015625,26.60629653930664,21.63371467590332,79.82462310791016,50.02935791015625
2019-02-04,22.98468589782715,43.16798400878906,23.325092315673828,22.71906852722168,64.43112182617188,31.672033309936523,43.90507888793945,26.762266159057617,21.66940689086914,79.59593200683594,50.3560791015625
2019-02-05,23.152490615844727,43.642459869384766,23.3609561920166,22.65827751159668,64.9886245727539,31.93852424621582,43.91328048706055,26.941614151000977,21.713027954101562,79.48155975341797,50.827484130859375
2019-02-06,23.014799118041992,42.66560745239258,23.18881607055664,22.63221549987793,65.00630950927734,32.04607009887695,43.921478271484375,26.7310733795166,21.701133728027344,79.84219360351562,50.617454528808594
2019-02-07,22.696409225463867,42.25624465942383,22.675975799560547,22.406410217285156,64.5638656616211,31.606565475463867,43.888694763183594,26.957216262817383,21.986675262451172,78.96259307861328,50.2020378112793
2019-02-08,22.674890518188477,42.544654846191406,22.571975708007812,22.293519973754883,64.66117095947266,31.788909912109375,44.093624114990234,26.957216262817383,22.081859588623047,79.11211395263672,50.00135040283203
2019-02-11,22.70931625366211,42.107383728027344,22.679561614990234,22.36298942565918,65.00630950927734,31.774892807006836,44.20839309692383,27.03519058227539,22.073928833007812,79.01535034179688,50.09003829956055
2019-02-12,23.217025756835938,42.59117889404297,22.966474533081055,22.69301414489746,66.0151138305664,32.1956901550293,44.552669525146484,26.84804344177246,22.125484466552734,80.0972900390625,50.860145568847656
2019-02-13,23.247142791748047,42.61908721923828,23.253368377685547,22.75380516052246,66.40449523925781,32.237770080566406,44.63465118408203,27.027395248413086,22.062021255493164,80.27322387695312,51.205528259277344
2019-02-14,23.126672744750977,42.77723693847656,23.335847854614258,22.475894927978516,66.0947494506836,32.29386901855469,44.134613037109375,27.12876319885254,22.02633285522461,80.45791625976562,51.01884078979492
2019-02-15,23.440763473510742,42.96330261230469,23.712406158447266,22.953556060791016,66.97969818115234,32.551029205322266,44.552669525146484,27.29252052307129,22.0937557220459,81.67178344726562,51.36890411376953
